nifti_id,slice_index,tumor_ratio,tumor_area_in_pixel,brain_area_in_pixel,tumor_area_in_µm,brain_area_in_µm
BraTS-GLI-01181-000,51,0.003,35,11732,35.0,11732.0
BraTS-GLI-01181-000,52,0.0064,76,11856,76.0,11856.0
BraTS-GLI-01181-000,53,0.0092,112,12167,112.0,12167.0
BraTS-GLI-01181-000,54,0.0141,177,12575,177.0,12575.0
BraTS-GLI-01181-000,55,0.0222,297,13362,297.0,13362.0
BraTS-GLI-01181-000,56,0.0253,342,13540,342.0,13540.0
BraTS-GLI-01181-000,57,0.0277,385,13879,385.0,13879.0
BraTS-GLI-01181-000,58,0.0305,432,14187,432.0,14187.0
BraTS-GLI-01181-000,59,0.0328,474,14452,474.0,14452.0
BraTS-GLI-01181-000,60,0.0376,552,14663,552.0,14663.0
BraTS-GLI-01181-000,61,0.043,636,14775,636.0,14775.0
BraTS-GLI-01181-000,62,0.0492,734,14914,734.0,14914.0
BraTS-GLI-01181-000,63,0.0534,811,15188,811.0,15188.0
BraTS-GLI-01181-000,64,0.0551,847,15380,847.0,15380.0
BraTS-GLI-01181-000,65,0.0563,873,15515,873.0,15515.0
BraTS-GLI-01181-000,66,0.059,921,15622,921.0,15622.0
BraTS-GLI-01181-000,67,0.0614,968,15754,968.0,15754.0
BraTS-GLI-01181-000,68,0.0627,997,15898,997.0,15898.0
BraTS-GLI-01181-000,69,0.0635,1018,16040,1018.0,16040.0
BraTS-GLI-01181-000,70,0.0635,1025,16135,1025.0,16135.0
BraTS-GLI-01181-000,71,0.0628,1016,16187,1016.0,16187.0
BraTS-GLI-01181-000,72,0.0625,1016,16248,1016.0,16248.0
BraTS-GLI-01181-000,73,0.0636,1037,16302,1037.0,16302.0
BraTS-GLI-01181-000,74,0.0635,1036,16303,1036.0,16303.0
BraTS-GLI-01181-000,75,0.0637,1039,16315,1039.0,16315.0
BraTS-GLI-01181-000,76,0.064,1045,16319,1045.0,16319.0
BraTS-GLI-01181-000,77,0.0641,1045,16315,1045.0,16315.0
BraTS-GLI-01181-000,78,0.0644,1051,16322,1051.0,16322.0
BraTS-GLI-01181-000,79,0.0643,1048,16296,1048.0,16296.0
BraTS-GLI-01181-000,80,0.0644,1048,16283,1048.0,16283.0
BraTS-GLI-01181-000,81,0.0644,1046,16250,1046.0,16250.0
BraTS-GLI-01181-000,82,0.0637,1035,16249,1035.0,16249.0
BraTS-GLI-01181-000,83,0.0629,1022,16237,1022.0,16237.0
BraTS-GLI-01181-000,84,0.0615,997,16207,997.0,16207.0
BraTS-GLI-01181-000,85,0.0592,957,16172,957.0,16172.0
BraTS-GLI-01181-000,86,0.0574,924,16109,924.0,16109.0
BraTS-GLI-01181-000,87,0.0548,881,16070,881.0,16070.0
BraTS-GLI-01181-000,88,0.0523,839,16027,839.0,16027.0
BraTS-GLI-01181-000,89,0.048,768,15986,768.0,15986.0
BraTS-GLI-01181-000,90,0.0426,678,15921,678.0,15921.0
BraTS-GLI-01181-000,91,0.0385,609,15825,609.0,15825.0
BraTS-GLI-01181-000,92,0.0363,573,15771,573.0,15771.0
BraTS-GLI-01181-000,93,0.0341,535,15669,535.0,15669.0
BraTS-GLI-01181-000,94,0.0312,485,15552,485.0,15552.0
BraTS-GLI-01181-000,95,0.0259,399,15425,399.0,15425.0
BraTS-GLI-01181-000,96,0.0177,271,15310,271.0,15310.0
BraTS-GLI-01181-000,97,0.009,136,15150,136.0,15150.0
BraTS-GLI-01181-000,98,0.001,15,14998,15.0,14998.0
BraTS-GLI-00799-000,62,0.0015,24,16146,24.0,16146.0
BraTS-GLI-00799-000,63,0.0032,52,16336,52.0,16336.0
BraTS-GLI-00799-000,64,0.0081,135,16704,135.0,16704.0
BraTS-GLI-00799-000,65,0.0176,295,16745,295.0,16745.0
BraTS-GLI-00799-000,66,0.0322,545,16950,545.0,16950.0
BraTS-GLI-00799-000,67,0.0452,774,17137,774.0,17137.0
BraTS-GLI-00799-000,68,0.0653,1133,17346,1133.0,17346.0
BraTS-GLI-00799-000,69,0.077,1342,17435,1342.0,17435.0
BraTS-GLI-00799-000,70,0.0851,1495,17575,1495.0,17575.0
BraTS-GLI-00799-000,71,0.0933,1649,17681,1649.0,17681.0
BraTS-GLI-00799-000,72,0.1021,1811,17740,1811.0,17740.0
BraTS-GLI-00799-000,73,0.1126,2004,17798,2004.0,17798.0
BraTS-GLI-00799-000,74,0.1223,2185,17860,2185.0,17860.0
BraTS-GLI-00799-000,75,0.1331,2382,17893,2382.0,17893.0
BraTS-GLI-00799-000,76,0.1478,2648,17920,2648.0,17920.0
BraTS-GLI-00799-000,77,0.1608,2888,17956,2888.0,17956.0
BraTS-GLI-00799-000,78,0.1705,3061,17953,3061.0,17953.0
BraTS-GLI-00799-000,79,0.1784,3206,17970,3206.0,17970.0
BraTS-GLI-00799-000,80,0.1841,3309,17973,3309.0,17973.0
BraTS-GLI-00799-000,81,0.1926,3457,17950,3457.0,17950.0
BraTS-GLI-00799-000,82,0.2014,3610,17927,3610.0,17927.0
BraTS-GLI-00799-000,83,0.2084,3727,17888,3727.0,17888.0
BraTS-GLI-00799-000,84,0.2133,3798,17809,3798.0,17809.0
BraTS-GLI-00799-000,85,0.2172,3858,17763,3858.0,17763.0
BraTS-GLI-00799-000,86,0.2202,3905,17732,3905.0,17732.0
BraTS-GLI-00799-000,87,0.2243,3961,17657,3961.0,17657.0
BraTS-GLI-00799-000,88,0.2285,4009,17548,4009.0,17548.0
BraTS-GLI-00799-000,89,0.2306,4027,17461,4027.0,17461.0
BraTS-GLI-00799-000,90,0.2343,4061,17333,4061.0,17333.0
BraTS-GLI-00799-000,91,0.2373,4093,17248,4093.0,17248.0
BraTS-GLI-00799-000,92,0.2389,4100,17165,4100.0,17165.0
BraTS-GLI-00799-000,93,0.2398,4078,17003,4078.0,17003.0
BraTS-GLI-00799-000,94,0.2401,4052,16876,4052.0,16876.0
BraTS-GLI-00799-000,95,0.2426,4060,16732,4060.0,16732.0
BraTS-GLI-00799-000,96,0.2476,4056,16380,4056.0,16380.0
BraTS-GLI-00799-000,97,0.2465,4029,16345,4029.0,16345.0
BraTS-GLI-00799-000,98,0.2484,4019,16178,4019.0,16178.0
BraTS-GLI-00799-000,99,0.2493,3991,16006,3991.0,16006.0
BraTS-GLI-00799-000,100,0.2526,3973,15729,3973.0,15729.0
BraTS-GLI-00799-000,101,0.256,3966,15494,3966.0,15494.0
BraTS-GLI-00799-000,102,0.2605,3963,15212,3963.0,15212.0
BraTS-GLI-00799-000,103,0.26,3912,15045,3912.0,15045.0
BraTS-GLI-00799-000,104,0.2627,3901,14848,3901.0,14848.0
BraTS-GLI-00799-000,105,0.2685,3890,14487,3890.0,14487.0
BraTS-GLI-00799-000,106,0.2727,3876,14211,3876.0,14211.0
BraTS-GLI-00799-000,107,0.2781,3850,13842,3850.0,13842.0
BraTS-GLI-00799-000,108,0.2783,3799,13649,3799.0,13649.0
BraTS-GLI-00799-000,109,0.2775,3729,13440,3729.0,13440.0
BraTS-GLI-00799-000,110,0.2771,3635,13119,3635.0,13119.0
BraTS-GLI-00799-000,111,0.2736,3530,12901,3530.0,12901.0
BraTS-GLI-00799-000,112,0.2686,3372,12555,3372.0,12555.0
BraTS-GLI-00799-000,113,0.2584,3194,12359,3194.0,12359.0
BraTS-GLI-00799-000,114,0.2525,3075,12177,3075.0,12177.0
BraTS-GLI-00799-000,115,0.2525,2983,11816,2983.0,11816.0
BraTS-GLI-00502-000,45,0.0018,24,13366,24.0,13366.0
BraTS-GLI-00502-000,46,0.0125,169,13569,169.0,13569.0
BraTS-GLI-00502-000,47,0.0344,472,13730,472.0,13730.0
BraTS-GLI-00502-000,48,0.0808,1122,13882,1122.0,13882.0
BraTS-GLI-00502-000,49,0.0959,1345,14019,1345.0,14019.0
BraTS-GLI-00502-000,50,0.1045,1480,14169,1480.0,14169.0
BraTS-GLI-00502-000,51,0.1125,1611,14317,1611.0,14317.0
BraTS-GLI-00502-000,52,0.1167,1689,14467,1689.0,14467.0
BraTS-GLI-00502-000,53,0.1224,1786,14595,1786.0,14595.0
BraTS-GLI-00502-000,54,0.1326,1951,14717,1951.0,14717.0
BraTS-GLI-00502-000,55,0.1426,2113,14818,2113.0,14818.0
BraTS-GLI-00502-000,56,0.1483,2214,14931,2214.0,14931.0
BraTS-GLI-00502-000,57,0.1569,2358,15024,2358.0,15024.0
BraTS-GLI-00502-000,58,0.1647,2490,15114,2490.0,15114.0
BraTS-GLI-00502-000,59,0.1703,2590,15205,2590.0,15205.0
BraTS-GLI-00502-000,60,0.1725,2637,15288,2637.0,15288.0
BraTS-GLI-00502-000,61,0.1729,2658,15371,2658.0,15371.0
BraTS-GLI-00502-000,62,0.1779,2741,15404,2741.0,15404.0
BraTS-GLI-00502-000,63,0.1816,2803,15432,2803.0,15432.0
BraTS-GLI-00502-000,64,0.1828,2829,15476,2829.0,15476.0
BraTS-GLI-00502-000,65,0.1831,2844,15532,2844.0,15532.0
BraTS-GLI-00502-000,66,0.1808,2824,15623,2824.0,15623.0
BraTS-GLI-00502-000,67,0.1816,2856,15724,2856.0,15724.0
BraTS-GLI-00502-000,68,0.18,2853,15848,2853.0,15848.0
BraTS-GLI-00502-000,69,0.1783,2851,15992,2851.0,15992.0
BraTS-GLI-00502-000,70,0.1769,2842,16066,2842.0,16066.0
BraTS-GLI-00502-000,71,0.1746,2824,16170,2824.0,16170.0
BraTS-GLI-00502-000,72,0.1752,2850,16267,2850.0,16267.0
BraTS-GLI-00502-000,73,0.1746,2851,16331,2851.0,16331.0
BraTS-GLI-00502-000,74,0.1729,2833,16389,2833.0,16389.0
BraTS-GLI-00502-000,75,0.1718,2828,16457,2828.0,16457.0
BraTS-GLI-00502-000,76,0.171,2828,16534,2828.0,16534.0
BraTS-GLI-00502-000,77,0.1661,2765,16644,2765.0,16644.0
BraTS-GLI-00502-000,78,0.1613,2713,16818,2713.0,16818.0
BraTS-GLI-00502-000,79,0.1546,2616,16925,2616.0,16925.0
BraTS-GLI-00502-000,80,0.1447,2462,17013,2462.0,17013.0
BraTS-GLI-00502-000,81,0.1319,2250,17054,2250.0,17054.0
BraTS-GLI-00502-000,82,0.1172,2006,17116,2006.0,17116.0
BraTS-GLI-00502-000,83,0.1059,1818,17174,1818.0,17174.0
BraTS-GLI-00502-000,84,0.0862,1489,17268,1489.0,17268.0
BraTS-GLI-00502-000,85,0.0554,962,17350,962.0,17350.0
BraTS-GLI-00502-000,86,0.0484,844,17446,844.0,17446.0
BraTS-GLI-00502-000,87,0.0405,709,17519,709.0,17519.0
BraTS-GLI-00502-000,88,0.0389,684,17583,684.0,17583.0
BraTS-GLI-00502-000,89,0.0333,588,17637,588.0,17637.0
BraTS-GLI-00502-000,90,0.0329,581,17664,581.0,17664.0
BraTS-GLI-00502-000,91,0.0213,377,17662,377.0,17662.0
BraTS-GLI-00502-000,92,0.0157,277,17659,277.0,17659.0
BraTS-GLI-00502-000,93,0.0153,270,17620,270.0,17620.0
BraTS-GLI-00502-000,94,0.0144,252,17540,252.0,17540.0
BraTS-GLI-00502-000,95,0.0121,212,17472,212.0,17472.0
BraTS-GLI-00502-000,96,0.0106,183,17340,183.0,17340.0
BraTS-GLI-00502-000,97,0.0085,147,17202,147.0,17202.0
BraTS-GLI-00502-000,98,0.0063,108,17109,108.0,17109.0
BraTS-GLI-00502-000,99,0.0031,52,16980,52.0,16980.0
BraTS-GLI-00502-000,100,0.001,16,16833,16.0,16833.0
BraTS-GLI-00680-000,51,0.0003,5,17148,5.0,17148.0
BraTS-GLI-00680-000,52,0.002,34,17338,34.0,17338.0
BraTS-GLI-00680-000,53,0.003,52,17509,52.0,17509.0
BraTS-GLI-00680-000,54,0.0042,74,17659,74.0,17659.0
BraTS-GLI-00680-000,55,0.0053,94,17826,94.0,17826.0
BraTS-GLI-00680-000,56,0.0075,135,17969,135.0,17969.0
BraTS-GLI-00680-000,57,0.0118,215,18156,215.0,18156.0
BraTS-GLI-00680-000,58,0.0188,346,18383,346.0,18383.0
BraTS-GLI-00680-000,59,0.028,521,18603,521.0,18603.0
BraTS-GLI-00680-000,60,0.0386,729,18864,729.0,18864.0
BraTS-GLI-00680-000,61,0.0486,931,19148,931.0,19148.0
BraTS-GLI-00680-000,62,0.0559,1082,19367,1082.0,19367.0
BraTS-GLI-00680-000,63,0.0609,1190,19546,1190.0,19546.0
BraTS-GLI-00680-000,64,0.0658,1296,19699,1296.0,19699.0
BraTS-GLI-00680-000,65,0.0692,1370,19798,1370.0,19798.0
BraTS-GLI-00680-000,66,0.0707,1407,19893,1407.0,19893.0
BraTS-GLI-00680-000,67,0.0726,1452,19991,1452.0,19991.0
BraTS-GLI-00680-000,68,0.0744,1491,20052,1491.0,20052.0
BraTS-GLI-00680-000,69,0.0762,1533,20119,1533.0,20119.0
BraTS-GLI-00680-000,70,0.0784,1583,20184,1583.0,20184.0
BraTS-GLI-00680-000,71,0.0815,1649,20230,1649.0,20230.0
BraTS-GLI-00680-000,72,0.0845,1714,20280,1714.0,20280.0
BraTS-GLI-00680-000,73,0.0864,1755,20316,1755.0,20316.0
BraTS-GLI-00680-000,74,0.0885,1797,20300,1797.0,20300.0
BraTS-GLI-00680-000,75,0.0903,1831,20278,1831.0,20278.0
BraTS-GLI-00680-000,76,0.0924,1871,20241,1871.0,20241.0
BraTS-GLI-00680-000,77,0.0933,1885,20209,1885.0,20209.0
BraTS-GLI-00680-000,78,0.0946,1909,20185,1909.0,20185.0
BraTS-GLI-00680-000,79,0.0951,1918,20168,1918.0,20168.0
BraTS-GLI-00680-000,80,0.0954,1923,20165,1923.0,20165.0
BraTS-GLI-00680-000,81,0.0949,1913,20148,1913.0,20148.0
BraTS-GLI-00680-000,82,0.0945,1902,20117,1902.0,20117.0
BraTS-GLI-00680-000,83,0.0963,1933,20083,1933.0,20083.0
BraTS-GLI-00680-000,84,0.0971,1943,20005,1943.0,20005.0
BraTS-GLI-00680-000,85,0.0968,1929,19924,1929.0,19924.0
BraTS-GLI-00680-000,86,0.0959,1902,19825,1902.0,19825.0
BraTS-GLI-00680-000,87,0.0946,1866,19716,1866.0,19716.0
BraTS-GLI-00680-000,88,0.0931,1826,19617,1826.0,19617.0
BraTS-GLI-00680-000,89,0.0912,1780,19519,1780.0,19519.0
BraTS-GLI-00680-000,90,0.0904,1754,19399,1754.0,19399.0
BraTS-GLI-00680-000,91,0.0896,1727,19277,1727.0,19277.0
BraTS-GLI-00680-000,92,0.0878,1680,19139,1680.0,19139.0
BraTS-GLI-00680-000,93,0.087,1654,19011,1654.0,19011.0
BraTS-GLI-00680-000,94,0.0842,1586,18843,1586.0,18843.0
BraTS-GLI-00680-000,95,0.0812,1516,18673,1516.0,18673.0
BraTS-GLI-00680-000,96,0.0795,1471,18495,1471.0,18495.0
BraTS-GLI-00680-000,97,0.0769,1406,18287,1406.0,18287.0
BraTS-GLI-00680-000,98,0.0733,1326,18089,1326.0,18089.0
BraTS-GLI-00680-000,99,0.0692,1236,17870,1236.0,17870.0
BraTS-GLI-00680-000,100,0.0626,1104,17639,1104.0,17639.0
BraTS-GLI-00680-000,101,0.0566,985,17404,985.0,17404.0
BraTS-GLI-00680-000,102,0.0505,866,17157,866.0,17157.0
BraTS-GLI-00680-000,103,0.0441,745,16895,745.0,16895.0
BraTS-GLI-00680-000,104,0.0377,626,16621,626.0,16621.0
BraTS-GLI-00680-000,105,0.0319,523,16374,523.0,16374.0
BraTS-GLI-00680-000,106,0.0278,448,16129,448.0,16129.0
BraTS-GLI-00680-000,107,0.0234,371,15855,371.0,15855.0
BraTS-GLI-00680-000,108,0.0195,304,15579,304.0,15579.0
BraTS-GLI-00680-000,109,0.0156,239,15298,239.0,15298.0
BraTS-GLI-00680-000,110,0.0119,178,14976,178.0,14976.0
BraTS-GLI-00680-000,111,0.008,117,14641,117.0,14641.0
BraTS-GLI-00680-000,112,0.0038,54,14331,54.0,14331.0
BraTS-GLI-01373-000,40,0.0182,178,9790,178.0,9790.0
BraTS-GLI-01373-000,41,0.0237,244,10288,244.0,10288.0
BraTS-GLI-01373-000,42,0.0283,300,10613,300.0,10613.0
BraTS-GLI-01373-000,43,0.0346,376,10867,376.0,10867.0
BraTS-GLI-01373-000,44,0.0474,524,11044,524.0,11044.0
BraTS-GLI-01373-000,45,0.0586,658,11225,658.0,11225.0
BraTS-GLI-01373-000,46,0.0704,803,11403,803.0,11403.0
BraTS-GLI-01373-000,47,0.0824,953,11569,953.0,11569.0
BraTS-GLI-01373-000,48,0.0925,1085,11731,1085.0,11731.0
BraTS-GLI-01373-000,49,0.096,1138,11859,1138.0,11859.0
BraTS-GLI-01373-000,50,0.1043,1250,11982,1250.0,11982.0
BraTS-GLI-01373-000,51,0.1122,1356,12087,1356.0,12087.0
BraTS-GLI-01373-000,52,0.1183,1439,12165,1439.0,12165.0
BraTS-GLI-01373-000,53,0.1217,1487,12220,1487.0,12220.0
BraTS-GLI-01373-000,54,0.1297,1595,12295,1595.0,12295.0
BraTS-GLI-01373-000,55,0.1303,1625,12469,1625.0,12469.0
BraTS-GLI-01373-000,56,0.1274,1649,12948,1649.0,12948.0
BraTS-GLI-01373-000,57,0.1272,1684,13241,1684.0,13241.0
BraTS-GLI-01373-000,58,0.128,1720,13439,1720.0,13439.0
BraTS-GLI-01373-000,59,0.1288,1749,13577,1749.0,13577.0
BraTS-GLI-01373-000,60,0.1282,1756,13699,1756.0,13699.0
BraTS-GLI-01373-000,61,0.1299,1794,13813,1794.0,13813.0
BraTS-GLI-01373-000,62,0.1316,1831,13917,1831.0,13917.0
BraTS-GLI-01373-000,63,0.1314,1839,13995,1839.0,13995.0
BraTS-GLI-01373-000,64,0.1333,1882,14120,1882.0,14120.0
BraTS-GLI-01373-000,65,0.1338,1898,14184,1898.0,14184.0
BraTS-GLI-01373-000,66,0.1332,1902,14278,1902.0,14278.0
BraTS-GLI-01373-000,67,0.1352,1945,14386,1945.0,14386.0
BraTS-GLI-01373-000,68,0.1379,2005,14541,2005.0,14541.0
BraTS-GLI-01373-000,69,0.1382,2027,14662,2027.0,14662.0
BraTS-GLI-01373-000,70,0.1397,2064,14779,2064.0,14779.0
BraTS-GLI-01373-000,71,0.1405,2092,14894,2092.0,14894.0
BraTS-GLI-01373-000,72,0.1394,2094,15024,2094.0,15024.0
BraTS-GLI-01373-000,73,0.1359,2055,15116,2055.0,15116.0
BraTS-GLI-01373-000,74,0.1325,2013,15191,2013.0,15191.0
BraTS-GLI-01373-000,75,0.1264,1926,15238,1926.0,15238.0
BraTS-GLI-01373-000,76,0.12,1832,15264,1832.0,15264.0
BraTS-GLI-01373-000,77,0.1179,1802,15284,1802.0,15284.0
BraTS-GLI-01373-000,78,0.1142,1747,15297,1747.0,15297.0
BraTS-GLI-01373-000,79,0.1099,1682,15302,1682.0,15302.0
BraTS-GLI-01373-000,80,0.111,1696,15279,1696.0,15279.0
BraTS-GLI-01373-000,81,0.1068,1629,15253,1629.0,15253.0
BraTS-GLI-01373-000,82,0.1004,1526,15204,1526.0,15204.0
BraTS-GLI-01373-000,83,0.0931,1411,15159,1411.0,15159.0
BraTS-GLI-01373-000,84,0.0839,1266,15097,1266.0,15097.0
BraTS-GLI-01373-000,85,0.0734,1104,15050,1104.0,15050.0
BraTS-GLI-01373-000,86,0.0645,966,14988,966.0,14988.0
BraTS-GLI-01373-000,87,0.0597,890,14905,890.0,14905.0
BraTS-GLI-01373-000,88,0.0574,852,14834,852.0,14834.0
BraTS-GLI-01373-000,89,0.0563,830,14742,830.0,14742.0
BraTS-GLI-01373-000,90,0.054,791,14642,791.0,14642.0
BraTS-GLI-01373-000,91,0.0519,754,14530,754.0,14530.0
BraTS-GLI-01373-000,92,0.0474,683,14423,683.0,14423.0
BraTS-GLI-01373-000,93,0.0438,626,14302,626.0,14302.0
BraTS-GLI-01373-000,94,0.041,581,14154,581.0,14154.0
BraTS-GLI-01373-000,95,0.0399,560,14034,560.0,14034.0
BraTS-GLI-01373-000,96,0.0394,545,13824,545.0,13824.0
BraTS-GLI-01373-000,97,0.0385,527,13706,527.0,13706.0
BraTS-GLI-01373-000,98,0.036,487,13527,487.0,13527.0
BraTS-GLI-01373-000,99,0.0315,421,13348,421.0,13348.0
BraTS-GLI-01373-000,100,0.0277,364,13158,364.0,13158.0
BraTS-GLI-01373-000,101,0.0237,307,12962,307.0,12962.0
BraTS-GLI-01373-000,102,0.0195,248,12731,248.0,12731.0
BraTS-GLI-01373-000,103,0.0157,196,12507,196.0,12507.0
BraTS-GLI-01373-000,104,0.0102,125,12307,125.0,12307.0
BraTS-GLI-01373-000,105,0.0059,71,12091,71.0,12091.0
BraTS-GLI-01373-000,106,0.0031,37,11896,37.0,11896.0
BraTS-GLI-00753-001,41,0.008,48,5965,48.0,5965.0
BraTS-GLI-00753-001,42,0.0142,92,6479,92.0,6479.0
BraTS-GLI-00753-001,43,0.0066,48,7255,48.0,7255.0
BraTS-GLI-00753-001,44,0.0239,182,7616,182.0,7616.0
BraTS-GLI-00753-001,45,0.0387,306,7908,306.0,7908.0
BraTS-GLI-00753-001,46,0.0418,352,8422,352.0,8422.0
BraTS-GLI-00753-001,47,0.0487,430,8837,430.0,8837.0
BraTS-GLI-00753-001,48,0.0518,485,9371,485.0,9371.0
BraTS-GLI-00753-001,49,0.0377,362,9603,362.0,9603.0
BraTS-GLI-00753-001,50,0.0313,307,9805,307.0,9805.0
BraTS-GLI-00753-001,51,0.0194,196,10103,196.0,10103.0
BraTS-GLI-00290-000,40,0.0001,1,13103,1.0,13103.0
BraTS-GLI-00290-000,41,0.001,14,13340,14.0,13340.0
BraTS-GLI-00290-000,42,0.006,81,13553,81.0,13553.0
BraTS-GLI-00290-000,43,0.0175,240,13728,240.0,13728.0
BraTS-GLI-00290-000,44,0.0346,480,13876,480.0,13876.0
BraTS-GLI-00290-000,45,0.0543,760,13991,760.0,13991.0
BraTS-GLI-00290-000,46,0.0732,1033,14107,1033.0,14107.0
BraTS-GLI-00290-000,47,0.0886,1259,14216,1259.0,14216.0
BraTS-GLI-00290-000,48,0.1031,1477,14332,1477.0,14332.0
BraTS-GLI-00290-000,49,0.1151,1661,14428,1661.0,14428.0
BraTS-GLI-00290-000,50,0.123,1789,14544,1789.0,14544.0
BraTS-GLI-00290-000,51,0.1257,1844,14674,1844.0,14674.0
BraTS-GLI-00290-000,52,0.1286,1907,14831,1907.0,14831.0
BraTS-GLI-00290-000,53,0.1339,2009,15006,2009.0,15006.0
BraTS-GLI-00290-000,54,0.1408,2150,15267,2150.0,15267.0
BraTS-GLI-00290-000,55,0.1477,2309,15630,2309.0,15630.0
BraTS-GLI-00290-000,56,0.1521,2416,15889,2416.0,15889.0
BraTS-GLI-00290-000,57,0.1565,2514,16061,2514.0,16061.0
BraTS-GLI-00290-000,58,0.1585,2570,16219,2570.0,16219.0
BraTS-GLI-00290-000,59,0.1594,2607,16360,2607.0,16360.0
BraTS-GLI-00290-000,60,0.1581,2607,16487,2607.0,16487.0
BraTS-GLI-00290-000,61,0.1545,2578,16684,2578.0,16684.0
BraTS-GLI-00290-000,62,0.1543,2590,16787,2590.0,16787.0
BraTS-GLI-00290-000,63,0.157,2664,16972,2664.0,16972.0
BraTS-GLI-00290-000,64,0.159,2722,17117,2722.0,17117.0
BraTS-GLI-00290-000,65,0.1618,2790,17244,2790.0,17244.0
BraTS-GLI-00290-000,66,0.1658,2881,17374,2881.0,17374.0
BraTS-GLI-00290-000,67,0.1654,2898,17516,2898.0,17516.0
BraTS-GLI-00290-000,68,0.1677,2959,17648,2959.0,17648.0
BraTS-GLI-00290-000,69,0.1684,2998,17808,2998.0,17808.0
BraTS-GLI-00290-000,70,0.1678,3017,17975,3017.0,17975.0
BraTS-GLI-00290-000,71,0.166,3016,18171,3016.0,18171.0
BraTS-GLI-00290-000,72,0.1631,2982,18279,2982.0,18279.0
BraTS-GLI-00290-000,73,0.1632,2997,18362,2997.0,18362.0
BraTS-GLI-00290-000,74,0.1609,2970,18453,2970.0,18453.0
BraTS-GLI-00290-000,75,0.159,2942,18507,2942.0,18507.0
BraTS-GLI-00290-000,76,0.1564,2906,18583,2906.0,18583.0
BraTS-GLI-00290-000,77,0.1561,2906,18617,2906.0,18617.0
BraTS-GLI-00290-000,78,0.1541,2873,18638,2873.0,18638.0
BraTS-GLI-00290-000,79,0.1524,2837,18620,2837.0,18620.0
BraTS-GLI-00290-000,80,0.149,2774,18619,2774.0,18619.0
BraTS-GLI-00290-000,81,0.1464,2731,18657,2731.0,18657.0
BraTS-GLI-00290-000,82,0.1446,2698,18656,2698.0,18656.0
BraTS-GLI-00290-000,83,0.1419,2636,18576,2636.0,18576.0
BraTS-GLI-00290-000,84,0.1357,2525,18610,2525.0,18610.0
BraTS-GLI-00290-000,85,0.1313,2429,18503,2429.0,18503.0
BraTS-GLI-00290-000,86,0.1246,2308,18524,2308.0,18524.0
BraTS-GLI-00290-000,87,0.1182,2184,18478,2184.0,18478.0
BraTS-GLI-00290-000,88,0.1097,2022,18436,2022.0,18436.0
BraTS-GLI-00290-000,89,0.1014,1863,18380,1863.0,18380.0
BraTS-GLI-00290-000,90,0.0925,1695,18318,1695.0,18318.0
BraTS-GLI-00290-000,91,0.0824,1501,18227,1501.0,18227.0
BraTS-GLI-00290-000,92,0.0687,1245,18119,1245.0,18119.0
BraTS-GLI-00290-000,93,0.0586,1055,18009,1055.0,18009.0
BraTS-GLI-00290-000,94,0.047,842,17912,842.0,17912.0
BraTS-GLI-00290-000,95,0.0383,682,17786,682.0,17786.0
BraTS-GLI-00290-000,96,0.0256,452,17649,452.0,17649.0
BraTS-GLI-00290-000,97,0.0152,266,17505,266.0,17505.0
BraTS-GLI-00290-000,98,0.0095,165,17368,165.0,17368.0
BraTS-GLI-00290-000,99,0.0034,58,17187,58.0,17187.0
BraTS-GLI-00290-000,100,0.0005,9,16977,9.0,16977.0
BraTS-GLI-00285-000,66,0.0001,1,17865,1.0,17865.0
BraTS-GLI-00285-000,67,0.0009,16,18018,16.0,18018.0
BraTS-GLI-00285-000,68,0.0025,46,18119,46.0,18119.0
BraTS-GLI-00285-000,69,0.0042,76,18241,76.0,18241.0
BraTS-GLI-00285-000,70,0.0076,139,18274,139.0,18274.0
BraTS-GLI-00285-000,71,0.0104,190,18333,190.0,18333.0
BraTS-GLI-00285-000,72,0.0123,227,18416,227.0,18416.0
BraTS-GLI-00285-000,73,0.0142,262,18466,262.0,18466.0
BraTS-GLI-00285-000,74,0.0158,291,18473,291.0,18473.0
BraTS-GLI-00285-000,75,0.0174,321,18463,321.0,18463.0
BraTS-GLI-00285-000,76,0.0186,344,18466,344.0,18466.0
BraTS-GLI-00285-000,77,0.0198,366,18449,366.0,18449.0
BraTS-GLI-00285-000,78,0.0206,380,18421,380.0,18421.0
BraTS-GLI-00285-000,79,0.0209,385,18411,385.0,18411.0
BraTS-GLI-00285-000,80,0.0207,380,18393,380.0,18393.0
BraTS-GLI-00285-000,81,0.0201,369,18331,369.0,18331.0
BraTS-GLI-00285-000,82,0.019,347,18285,347.0,18285.0
BraTS-GLI-00285-000,83,0.0174,317,18232,317.0,18232.0
BraTS-GLI-00285-000,84,0.0163,296,18159,296.0,18159.0
BraTS-GLI-00285-000,85,0.015,271,18080,271.0,18080.0
BraTS-GLI-00285-000,86,0.0131,236,18002,236.0,18002.0
BraTS-GLI-00285-000,87,0.0118,211,17924,211.0,17924.0
BraTS-GLI-00285-000,88,0.0115,205,17822,205.0,17822.0
BraTS-GLI-00285-000,89,0.011,194,17708,194.0,17708.0
BraTS-GLI-00285-000,90,0.0098,173,17599,173.0,17599.0
BraTS-GLI-00285-000,91,0.0086,150,17459,150.0,17459.0
BraTS-GLI-00285-000,92,0.007,122,17315,122.0,17315.0
